ID,FECHA_INTERVENCION,TIPO_INTERVENCION,ESTADO_PREVIO,ESTADO_POSTERIOR,JuegoID,Tipo,Comentarios
MNT-10443,15/03/2024,Emergencia,Malo,Bueno,59379,preventivo,Comentario sobre el mantenimiento 10443
MNT-10444,21/06/2024,Correctivo,Regular,Malo,9237520,preventivo,Comentario sobre el mantenimiento 10444
MNT-10445,24/06/2024,Preventivo,Bueno,Regular,7887316,preventivo,Comentario sobre el mantenimiento 10445
MNT-10446,26/08/2024,Correctivo,Regular,Malo,5239206,preventivo,Comentario sobre el mantenimiento 10446
MNT-10447,20/03/2024,Preventivo,Malo,Malo,5250742,queja_usuario,Comentario sobre el mantenimiento 10447
MNT-10448,23/09/2024,Emergencia,Malo,Malo,7886656,queja_usuario,Comentario sobre el mantenimiento 10448
MNT-10449,17/09/2024,Preventivo,Bueno,Bueno,19154,queja_usuario,Comentario sobre el mantenimiento 10449
MNT-10450,04/06/2024,Preventivo,Bueno,Bueno,9427405,preventivo,Comentario sobre el mantenimiento 10450
MNT-10451,07/11/2023,Correctivo,Bueno,Malo,7862440,preventivo,Comentario sobre el mantenimiento 10451
MNT-10452,13/01/2024,Emergencia,Regular,Bueno,35151,preventivo,Comentario sobre el mantenimiento 10452
MNT-10453,22/09/2024,Correctivo,Regular,Bueno,7930232,queja_usuario,Comentario sobre el mantenimiento 10453
MNT-10454,13/09/2024,Emergencia,Malo,Regular,19991,queja_usuario,Comentario sobre el mantenimiento 10454
MNT-10455,23/12/2023,Emergencia,Malo,Bueno,20851,queja_usuario,Comentario sobre el mantenimiento 10455
MNT-10456,18/12/2023,Emergencia,Malo,Regular,22197,queja_usuario,Comentario sobre el mantenimiento 10456
MNT-10457,02/11/2024,Preventivo,Bueno,Regular,21215,queja_usuario,Comentario sobre el mantenimiento 10457
MNT-10458,05/12/2023,Correctivo,Malo,Regular,4963354,preventivo,Comentario sobre el mantenimiento 10458
MNT-10459,10/04/2024,Correctivo,Regular,Malo,5241125,queja_usuario,Comentario sobre el mantenimiento 10459
MNT-10460,25/09/2024,Emergencia,Regular,Bueno,9536975,queja_usuario,Comentario sobre el mantenimiento 10460
MNT-10461,15/06/2024,Emergencia,Malo,Regular,3568716,preventivo,Comentario sobre el mantenimiento 10461
MNT-10462,05/12/2023,Correctivo,Bueno,Regular,7815401,queja_usuario,Comentario sobre el mantenimiento 10462
MNT-10463,02/06/2024,Correctivo,Malo,Bueno,6778155,queja_usuario,Comentario sobre el mantenimiento 10463
MNT-10464,24/06/2024,Correctivo,Malo,Regular,22046,preventivo,Comentario sobre el mantenimiento 10464
MNT-10465,06/01/2024,Emergencia,Malo,Malo,9367494,queja_usuario,Comentario sobre el mantenimiento 10465
MNT-10466,06/08/2024,Emergencia,Malo,Regular,3568607,queja_usuario,Comentario sobre el mantenimiento 10466
MNT-10467,15/03/2024,Correctivo,Bueno,Regular,34226,queja_usuario,Comentario sobre el mantenimiento 10467
MNT-10468,20/08/2024,Emergencia,Malo,Bueno,22340,queja_usuario,Comentario sobre el mantenimiento 10468
MNT-10469,07/12/2023,Preventivo,Regular,Bueno,59087,queja_usuario,Comentario sobre el mantenimiento 10469
MNT-10470,18/11/2023,Preventivo,Regular,Malo,7928078,queja_usuario,Comentario sobre el mantenimiento 10470
MNT-10471,08/04/2024,Preventivo,Bueno,Regular,58801,queja_usuario,Comentario sobre el mantenimiento 10471
MNT-10472,12/10/2024,Preventivo,Regular,Bueno,21086,queja_usuario,Comentario sobre el mantenimiento 10472
MNT-10473,24/05/2024,Emergencia,Regular,Regular,8938189,queja_usuario,Comentario sobre el mantenimiento 10473
MNT-10474,18/07/2024,Emergencia,Malo,Regular,19360,queja_usuario,Comentario sobre el mantenimiento 10474
MNT-10475,08/10/2024,Preventivo,Malo,Bueno,3743682,queja_usuario,Comentario sobre el mantenimiento 10475
MNT-10476,13/09/2024,Correctivo,Bueno,Regular,9291587,preventivo,Comentario sobre el mantenimiento 10476
MNT-10477,07/08/2024,Emergencia,Bueno,Regular,21657,queja_usuario,Comentario sobre el mantenimiento 10477
MNT-10478,28/03/2024,Correctivo,Malo,Bueno,9446277,queja_usuario,Comentario sobre el mantenimiento 10478
MNT-10479,05/03/2024,Correctivo,Malo,Bueno,19103,preventivo,Comentario sobre el mantenimiento 10479
MNT-10480,14/04/2024,Preventivo,Bueno,Regular,59802,queja_usuario,Comentario sobre el mantenimiento 10480
MNT-10481,18/11/2023,Preventivo,Regular,Regular,5201911,queja_usuario,Comentario sobre el mantenimiento 10481
MNT-10482,11/11/2023,Preventivo,Bueno,Regular,5246131,queja_usuario,Comentario sobre el mantenimiento 10482
MNT-10483,08/04/2024,Emergencia,Regular,Regular,4987761,queja_usuario,Comentario sobre el mantenimiento 10483
MNT-10484,13/12/2023,Emergencia,Regular,Regular,4731203,queja_usuario,Comentario sobre el mantenimiento 10484
MNT-10485,21/09/2024,Emergencia,Bueno,Regular,4987842,queja_usuario,Comentario sobre el mantenimiento 10485
MNT-10486,29/06/2024,Preventivo,Bueno,Bueno,33316,preventivo,Comentario sobre el mantenimiento 10486
MNT-10487,24/01/2024,Emergencia,Bueno,Bueno,9041505,queja_usuario,Comentario sobre el mantenimiento 10487
MNT-10488,16/01/2024,Emergencia,Bueno,Regular,21192,preventivo,Comentario sobre el mantenimiento 10488
MNT-10489,17/11/2023,Preventivo,Regular,Bueno,57931,preventivo,Comentario sobre el mantenimiento 10489
MNT-10490,16/01/2024,Correctivo,Malo,Malo,7933643,queja_usuario,Comentario sobre el mantenimiento 10490
MNT-10491,03/03/2024,Emergencia,Malo,Bueno,33264,queja_usuario,Comentario sobre el mantenimiento 10491
MNT-10492,20/03/2024,Emergencia,Bueno,Regular,9049031,queja_usuario,Comentario sobre el mantenimiento 10492
MNT-10493,20/09/2024,Preventivo,Bueno,Bueno,20002,queja_usuario,Comentario sobre el mantenimiento 10493
MNT-10494,30/04/2024,Correctivo,Regular,Malo,53111,queja_usuario,Comentario sobre el mantenimiento 10494
MNT-10495,24/04/2024,Correctivo,Regular,Bueno,21435,preventivo,Comentario sobre el mantenimiento 10495
MNT-10496,18/09/2024,Emergencia,Bueno,Bueno,4950046,preventivo,Comentario sobre el mantenimiento 10496
MNT-10497,17/08/2024,Preventivo,Bueno,Bueno,8928476,queja_usuario,Comentario sobre el mantenimiento 10497
MNT-10498,08/05/2024,Emergencia,Bueno,Malo,20890,preventivo,Comentario sobre el mantenimiento 10498
MNT-10499,23/11/2023,Emergencia,Malo,Malo,7144072,preventivo,Comentario sobre el mantenimiento 10499
MNT-10500,23/10/2023,Preventivo,Bueno,Regular,5239198,preventivo,Comentario sobre el mantenimiento 10500
MNT-10501,09/11/2024,Emergencia,Regular,Regular,5220747,preventivo,Comentario sobre el mantenimiento 10501
MNT-10502,18/12/2023,Emergencia,Regular,Bueno,5220813,preventivo,Comentario sobre el mantenimiento 10502
MNT-10503,27/12/2023,Correctivo,Malo,Bueno,7930213,queja_usuario,Comentario sobre el mantenimiento 10503
MNT-10504,30/03/2024,Emergencia,Malo,Regular,20415,queja_usuario,Comentario sobre el mantenimiento 10504
MNT-10505,17/12/2023,Correctivo,Regular,Malo,19907,queja_usuario,Comentario sobre el mantenimiento 10505
MNT-10506,08/02/2024,Emergencia,Bueno,Bueno,7896589,preventivo,Comentario sobre el mantenimiento 10506
MNT-10507,29/08/2024,Emergencia,Malo,Regular,5245772,queja_usuario,Comentario sobre el mantenimiento 10507
MNT-10508,25/12/2023,Preventivo,Malo,Bueno,9501863,queja_usuario,Comentario sobre el mantenimiento 10508
MNT-10509,13/04/2024,Correctivo,Malo,Bueno,9131305,queja_usuario,Comentario sobre el mantenimiento 10509
MNT-10510,30/03/2024,Correctivo,Bueno,Bueno,9433318,preventivo,Comentario sobre el mantenimiento 10510
MNT-10511,17/09/2024,Preventivo,Malo,Bueno,4992015,queja_usuario,Comentario sobre el mantenimiento 10511
MNT-10512,19/06/2024,Emergencia,Bueno,Malo,33228,queja_usuario,Comentario sobre el mantenimiento 10512
MNT-10513,16/03/2024,Correctivo,Malo,Regular,4988105,queja_usuario,Comentario sobre el mantenimiento 10513
MNT-10514,17/04/2024,Preventivo,Bueno,Bueno,33404,queja_usuario,Comentario sobre el mantenimiento 10514
MNT-10515,07/01/2024,Emergencia,Bueno,Bueno,5158891,preventivo,Comentario sobre el mantenimiento 10515
MNT-10516,06/08/2024,Correctivo,Malo,Malo,33799,preventivo,Comentario sobre el mantenimiento 10516
MNT-10517,23/07/2024,Correctivo,Malo,Malo,7862444,queja_usuario,Comentario sobre el mantenimiento 10517
MNT-10518,27/08/2024,Correctivo,Regular,Bueno,7760360,preventivo,Comentario sobre el mantenimiento 10518
MNT-10519,31/07/2024,Emergencia,Bueno,Malo,33914,queja_usuario,Comentario sobre el mantenimiento 10519
MNT-10520,27/05/2024,Correctivo,Regular,Malo,3580718,preventivo,Comentario sobre el mantenimiento 10520
MNT-10521,08/07/2024,Preventivo,Regular,Bueno,21264,preventivo,Comentario sobre el mantenimiento 10521
MNT-10522,02/07/2024,Correctivo,Bueno,Regular,7125683,queja_usuario,Comentario sobre el mantenimiento 10522
MNT-10523,07/08/2024,Correctivo,Regular,Bueno,33086,queja_usuario,Comentario sobre el mantenimiento 10523
MNT-10524,22/08/2024,Correctivo,Bueno,Malo,25065,queja_usuario,Comentario sobre el mantenimiento 10524
MNT-10525,25/04/2024,Preventivo,Malo,Bueno,57940,queja_usuario,Comentario sobre el mantenimiento 10525
MNT-10526,26/07/2024,Emergencia,Malo,Regular,7895506,queja_usuario,Comentario sobre el mantenimiento 10526
MNT-10527,09/04/2024,Preventivo,Malo,Regular,22207,queja_usuario,Comentario sobre el mantenimiento 10527
MNT-10528,01/03/2024,Preventivo,Bueno,Malo,4704596,preventivo,Comentario sobre el mantenimiento 10528
MNT-10529,28/09/2024,Preventivo,Regular,Bueno,3568858,preventivo,Comentario sobre el mantenimiento 10529
MNT-10530,18/07/2024,Correctivo,Regular,Malo,9052179,queja_usuario,Comentario sobre el mantenimiento 10530
MNT-10531,03/10/2024,Correctivo,Bueno,Malo,3581588,queja_usuario,Comentario sobre el mantenimiento 10531
MNT-10532,23/06/2024,Emergencia,Bueno,Bueno,58588,preventivo,Comentario sobre el mantenimiento 10532
MNT-10533,12/11/2023,Emergencia,Bueno,Bueno,7861110,queja_usuario,Comentario sobre el mantenimiento 10533
MNT-10534,01/12/2023,Preventivo,Bueno,Regular,6781317,preventivo,Comentario sobre el mantenimiento 10534
MNT-10535,06/09/2024,Emergencia,Malo,Regular,8803661,queja_usuario,Comentario sobre el mantenimiento 10535
MNT-10536,30/06/2024,Correctivo,Malo,Malo,3581588,preventivo,Comentario sobre el mantenimiento 10536
MNT-10537,27/12/2023,Preventivo,Bueno,Regular,5195700,preventivo,Comentario sobre el mantenimiento 10537
MNT-10538,06/11/2023,Preventivo,Bueno,Regular,5241107,queja_usuario,Comentario sobre el mantenimiento 10538
MNT-10539,13/01/2024,Correctivo,Bueno,Bueno,21861,queja_usuario,Comentario sobre el mantenimiento 10539
MNT-10540,08/09/2024,Correctivo,Regular,Bueno,8888605,queja_usuario,Comentario sobre el mantenimiento 10540
MNT-10541,25/05/2024,Emergencia,Regular,Malo,6962080,queja_usuario,Comentario sobre el mantenimiento 10541
MNT-10542,08/06/2024,Preventivo,Malo,Malo,58313,queja_usuario,Comentario sobre el mantenimiento 10542
MNT-10543,21/03/2024,Emergencia,Regular,Malo,59118,preventivo,Comentario sobre el mantenimiento 10543
MNT-10544,29/10/2023,Emergencia,Regular,Regular,9052182,queja_usuario,Comentario sobre el mantenimiento 10544
MNT-10545,08/07/2024,Emergencia,Malo,Regular,9397969,preventivo,Comentario sobre el mantenimiento 10545
MNT-10546,05/09/2024,Correctivo,Bueno,Bueno,3569240,preventivo,Comentario sobre el mantenimiento 10546
MNT-10547,09/03/2024,Correctivo,Regular,Malo,32733,queja_usuario,Comentario sobre el mantenimiento 10547
MNT-10548,31/10/2023,Correctivo,Bueno,Bueno,20711,preventivo,Comentario sobre el mantenimiento 10548
MNT-10549,28/10/2023,Preventivo,Malo,Regular,24799,queja_usuario,Comentario sobre el mantenimiento 10549
MNT-10550,23/07/2024,Emergencia,Bueno,Regular,18766,queja_usuario,Comentario sobre el mantenimiento 10550
MNT-10551,20/04/2024,Preventivo,Bueno,Regular,5195668,queja_usuario,Comentario sobre el mantenimiento 10551
MNT-10552,24/02/2024,Correctivo,Malo,Bueno,8888459,preventivo,Comentario sobre el mantenimiento 10552
MNT-10553,10/08/2024,Correctivo,Bueno,Regular,58993,preventivo,Comentario sobre el mantenimiento 10553
MNT-10554,13/01/2024,Emergencia,Malo,Bueno,59264,queja_usuario,Comentario sobre el mantenimiento 10554
MNT-10555,20/07/2024,Preventivo,Bueno,Malo,21331,queja_usuario,Comentario sobre el mantenimiento 10555
MNT-10556,16/06/2024,Emergencia,Regular,Regular,9433293,queja_usuario,Comentario sobre el mantenimiento 10556
MNT-10557,28/09/2024,Emergencia,Bueno,Regular,451538,preventivo,Comentario sobre el mantenimiento 10557
MNT-10558,09/02/2024,Correctivo,Malo,Malo,59560,queja_usuario,Comentario sobre el mantenimiento 10558
MNT-10559,13/06/2024,Emergencia,Regular,Bueno,3846272,queja_usuario,Comentario sobre el mantenimiento 10559
MNT-10560,19/11/2023,Correctivo,Bueno,Regular,34947,preventivo,Comentario sobre el mantenimiento 10560
MNT-10561,15/12/2023,Correctivo,Regular,Bueno,21933,preventivo,Comentario sobre el mantenimiento 10561
MNT-10562,18/06/2024,Emergencia,Regular,Malo,5241078,preventivo,Comentario sobre el mantenimiento 10562
MNT-10563,19/01/2024,Preventivo,Malo,Malo,7861633,preventivo,Comentario sobre el mantenimiento 10563
MNT-10564,15/04/2024,Correctivo,Bueno,Regular,21749,preventivo,Comentario sobre el mantenimiento 10564
MNT-10565,20/12/2023,Correctivo,Regular,Regular,9185685,queja_usuario,Comentario sobre el mantenimiento 10565
MNT-10566,11/03/2024,Emergencia,Bueno,Malo,7614129,queja_usuario,Comentario sobre el mantenimiento 10566
MNT-10567,02/01/2024,Emergencia,Malo,Bueno,8971308,preventivo,Comentario sobre el mantenimiento 10567
MNT-10568,10/10/2024,Correctivo,Malo,Regular,4988167,preventivo,Comentario sobre el mantenimiento 10568
MNT-10569,22/01/2024,Correctivo,Malo,Bueno,58526,preventivo,Comentario sobre el mantenimiento 10569
MNT-10570,01/07/2024,Emergencia,Malo,Bueno,20843,queja_usuario,Comentario sobre el mantenimiento 10570
MNT-10571,30/12/2023,Emergencia,Malo,Bueno,19198,preventivo,Comentario sobre el mantenimiento 10571
MNT-10572,19/04/2024,Correctivo,Bueno,Bueno,7858371,queja_usuario,Comentario sobre el mantenimiento 10572
MNT-10573,25/07/2024,Preventivo,Bueno,Bueno,9294104,queja_usuario,Comentario sobre el mantenimiento 10573
MNT-10574,03/09/2024,Emergencia,Regular,Bueno,5658187,queja_usuario,Comentario sobre el mantenimiento 10574
MNT-10575,17/01/2024,Preventivo,Malo,Regular,20092,preventivo,Comentario sobre el mantenimiento 10575
MNT-10576,16/02/2024,Preventivo,Malo,Malo,20001,preventivo,Comentario sobre el mantenimiento 10576
MNT-10577,05/05/2024,Correctivo,Malo,Bueno,4749941,queja_usuario,Comentario sobre el mantenimiento 10577
MNT-10578,07/12/2024,Correctivo,Bueno,Bueno,59398,queja_usuario,Comentario sobre el mantenimiento 10578
MNT-10579,28/09/2024,Correctivo,Malo,Malo,25575,preventivo,Comentario sobre el mantenimiento 10579
MNT-10580,17/07/2024,Preventivo,Regular,Bueno,7021673,preventivo,Comentario sobre el mantenimiento 10580
MNT-10581,25/07/2024,Preventivo,Regular,Regular,4737966,queja_usuario,Comentario sobre el mantenimiento 10581
MNT-10582,07/01/2024,Correctivo,Malo,Malo,8803476,queja_usuario,Comentario sobre el mantenimiento 10582
MNT-10583,09/03/2024,Preventivo,Malo,Malo,9427176,queja_usuario,Comentario sobre el mantenimiento 10583
MNT-10584,02/09/2024,Emergencia,Malo,Bueno,32628,queja_usuario,Comentario sobre el mantenimiento 10584
MNT-10585,11/08/2023,Preventivo,Bueno,Bueno,7889430,preventivo,Comentario sobre el mantenimiento 10585
MNT-10586,18/04/2024,Correctivo,Malo,Bueno,4737871,queja_usuario,Comentario sobre el mantenimiento 10586
MNT-10587,01/05/2024,Correctivo,Malo,Bueno,22563,queja_usuario,Comentario sobre el mantenimiento 10587
MNT-10588,04/07/2024,Emergencia,Regular,Regular,9223997,queja_usuario,Comentario sobre el mantenimiento 10588
MNT-10589,23/08/2024,Correctivo,Malo,Malo,33540,queja_usuario,Comentario sobre el mantenimiento 10589
MNT-10590,15/01/2024,Emergencia,Regular,Malo,33238,queja_usuario,Comentario sobre el mantenimiento 10590
MNT-10591,05/03/2024,Emergencia,Bueno,Bueno,22036,preventivo,Comentario sobre el mantenimiento 10591
MNT-10592,11/01/2024,Correctivo,Regular,Regular,7870218,preventivo,Comentario sobre el mantenimiento 10592
MNT-10593,26/09/2024,Correctivo,Regular,Regular,4730891,queja_usuario,Comentario sobre el mantenimiento 10593
MNT-10594,10/05/2024,Preventivo,Malo,Regular,35005,preventivo,Comentario sobre el mantenimiento 10594
MNT-10595,25/08/2024,Correctivo,Malo,Regular,3567817,queja_usuario,Comentario sobre el mantenimiento 10595
MNT-10596,16/08/2024,Preventivo,Regular,Regular,4731222,preventivo,Comentario sobre el mantenimiento 10596
MNT-10597,19/01/2024,Correctivo,Regular,Bueno,25718,preventivo,Comentario sobre el mantenimiento 10597
MNT-10598,31/10/2023,Preventivo,Bueno,Bueno,20873,queja_usuario,Comentario sobre el mantenimiento 10598
MNT-10599,21/08/2024,Correctivo,Bueno,Bueno,7021673,queja_usuario,Comentario sobre el mantenimiento 10599
MNT-10600,31/12/2023,Emergencia,Malo,Bueno,9387925,queja_usuario,Comentario sobre el mantenimiento 10600
MNT-10601,26/09/2024,Preventivo,Malo,Bueno,53081,preventivo,Comentario sobre el mantenimiento 10601
MNT-10602,27/08/2024,Correctivo,Malo,Malo,33799,queja_usuario,Comentario sobre el mantenimiento 10602
MNT-10603,19/07/2024,Preventivo,Bueno,Regular,5025021,preventivo,Comentario sobre el mantenimiento 10603
MNT-10604,01/03/2024,Preventivo,Malo,Malo,7927298,preventivo,Comentario sobre el mantenimiento 10604
MNT-10605,08/10/2024,Preventivo,Bueno,Regular,9294672,queja_usuario,Comentario sobre el mantenimiento 10605
MNT-10606,23/12/2023,Emergencia,Malo,Regular,3575880,queja_usuario,Comentario sobre el mantenimiento 10606
MNT-10607,20/10/2023,Preventivo,Bueno,Malo,9177700,queja_usuario,Comentario sobre el mantenimiento 10607
MNT-10608,17/09/2024,Correctivo,Malo,Regular,9243165,queja_usuario,Comentario sobre el mantenimiento 10608
MNT-10609,22/09/2024,Correctivo,Bueno,Regular,5239353,queja_usuario,Comentario sobre el mantenimiento 10609
MNT-10610,20/12/2023,Emergencia,Regular,Regular,32890,preventivo,Comentario sobre el mantenimiento 10610
MNT-10611,10/01/2024,Correctivo,Malo,Regular,58920,preventivo,Comentario sobre el mantenimiento 10611
MNT-10612,03/04/2024,Emergencia,Regular,Malo,3530367,preventivo,Comentario sobre el mantenimiento 10612
MNT-10613,01/09/2024,Preventivo,Bueno,Bueno,9392921,preventivo,Comentario sobre el mantenimiento 10613
MNT-10614,06/09/2024,Emergencia,Bueno,Regular,19993,queja_usuario,Comentario sobre el mantenimiento 10614
MNT-10615,14/03/2024,Preventivo,Regular,Regular,5241045,preventivo,Comentario sobre el mantenimiento 10615
MNT-10616,02/06/2024,Emergencia,Regular,Malo,34874,preventivo,Comentario sobre el mantenimiento 10616
MNT-10617,25/06/2024,Emergencia,Malo,Bueno,20886,queja_usuario,Comentario sobre el mantenimiento 10617
MNT-10618,29/06/2024,Preventivo,Regular,Regular,8800832,queja_usuario,Comentario sobre el mantenimiento 10618
MNT-10619,08/06/2024,Emergencia,Malo,Bueno,7245989,preventivo,Comentario sobre el mantenimiento 10619
MNT-10620,30/11/2023,Preventivo,Regular,Regular,7741881,preventivo,Comentario sobre el mantenimiento 10620
MNT-10621,03/10/2024,Correctivo,Bueno,Bueno,5205054,preventivo,Comentario sobre el mantenimiento 10621
MNT-10622,17/01/2024,Emergencia,Malo,Malo,52761,preventivo,Comentario sobre el mantenimiento 10622
MNT-10623,29/02/2024,Emergencia,Malo,Malo,22491,queja_usuario,Comentario sobre el mantenimiento 10623
MNT-10624,13/11/2023,Correctivo,Malo,Malo,33582,preventivo,Comentario sobre el mantenimiento 10624
MNT-10625,21/12/2023,Correctivo,Malo,Malo,20518,preventivo,Comentario sobre el mantenimiento 10625
MNT-10626,17/08/2024,Emergencia,Regular,Regular,35119,preventivo,Comentario sobre el mantenimiento 10626
MNT-10627,31/05/2024,Emergencia,Regular,Bueno,60046,preventivo,Comentario sobre el mantenimiento 10627
MNT-10628,11/12/2023,Emergencia,Malo,Regular,58389,queja_usuario,Comentario sobre el mantenimiento 10628
MNT-10629,09/12/2023,Correctivo,Bueno,Malo,22538,queja_usuario,Comentario sobre el mantenimiento 10629
MNT-10630,08/06/2024,Preventivo,Regular,Bueno,5066121,queja_usuario,Comentario sobre el mantenimiento 10630
MNT-10631,11/03/2023,Emergencia,Regular,Bueno,32897,queja_usuario,Comentario sobre el mantenimiento 10631
MNT-10632,07/03/2024,Preventivo,Regular,Bueno,20200,preventivo,Comentario sobre el mantenimiento 10632
MNT-10633,30/10/2023,Correctivo,Bueno,Bueno,4993034,queja_usuario,Comentario sobre el mantenimiento 10633
MNT-10634,02/04/2024,Preventivo,Malo,Bueno,21321,preventivo,Comentario sobre el mantenimiento 10634
MNT-10635,15/02/2024,Preventivo,Bueno,Bueno,20221,queja_usuario,Comentario sobre el mantenimiento 10635
MNT-10636,12/06/2024,Preventivo,Malo,Regular,20781,queja_usuario,Comentario sobre el mantenimiento 10636
MNT-10637,10/05/2024,Preventivo,Malo,Malo,9237161,queja_usuario,Comentario sobre el mantenimiento 10637
MNT-10638,23/09/2024,Emergencia,Regular,Bueno,7889428,queja_usuario,Comentario sobre el mantenimiento 10638
MNT-10639,11/08/2023,Emergencia,Bueno,Regular,9294651,preventivo,Comentario sobre el mantenimiento 10639
MNT-10640,19/05/2024,Emergencia,Bueno,Regular,34896,preventivo,Comentario sobre el mantenimiento 10640
MNT-10641,03/01/2024,Correctivo,Regular,Regular,19794,queja_usuario,Comentario sobre el mantenimiento 10641
MNT-10642,07/05/2024,Correctivo,Regular,Bueno,8927849,preventivo,Comentario sobre el mantenimiento 10642
MNT-10643,03/12/2023,Correctivo,Malo,Malo,3744097,preventivo,Comentario sobre el mantenimiento 10643
MNT-10644,12/10/2024,Correctivo,Malo,Bueno,7927302,queja_usuario,Comentario sobre el mantenimiento 10644
MNT-10645,31/12/2023,Correctivo,Bueno,Regular,3580771,queja_usuario,Comentario sobre el mantenimiento 10645
MNT-10646,07/02/2024,Emergencia,Malo,Bueno,21378,preventivo,Comentario sobre el mantenimiento 10646
MNT-10647,16/07/2024,Emergencia,Malo,Regular,5268587,preventivo,Comentario sobre el mantenimiento 10647
MNT-10648,04/03/2024,Emergencia,Malo,Regular,5219516,preventivo,Comentario sobre el mantenimiento 10648
MNT-10649,21/10/2023,Emergencia,Regular,Malo,35154,preventivo,MNT-10649_Comentarios_Desconocido
MNT-10650,07/01/2024,Emergencia,Regular,Malo,24930,preventivo,Comentario sobre el mantenimiento 10650
MNT-10651,21/11/2023,Emergencia,Bueno,Malo,3962734,preventivo,Comentario sobre el mantenimiento 10651
MNT-10652,10/08/2024,Emergencia,Malo,Bueno,8927971,preventivo,Comentario sobre el mantenimiento 10652
MNT-10653,27/05/2024,Emergencia,Bueno,Regular,35185,preventivo,Comentario sobre el mantenimiento 10653
MNT-10654,07/09/2024,Preventivo,Regular,Malo,19367,preventivo,Comentario sobre el mantenimiento 10654
MNT-10655,08/02/2024,Emergencia,Bueno,Regular,9159036,queja_usuario,Comentario sobre el mantenimiento 10655
MNT-10656,13/12/2023,Preventivo,Bueno,Malo,20139,preventivo,Comentario sobre el mantenimiento 10656
MNT-10657,18/03/2024,Correctivo,Malo,Bueno,19770,queja_usuario,Comentario sobre el mantenimiento 10657
MNT-10658,07/11/2023,Preventivo,Regular,Malo,8804631,preventivo,Comentario sobre el mantenimiento 10658
MNT-10659,15/12/2023,Correctivo,Malo,Regular,4737954,preventivo,Comentario sobre el mantenimiento 10659
MNT-10660,10/05/2024,Preventivo,Bueno,Malo,22457,preventivo,Comentario sobre el mantenimiento 10660
MNT-10661,08/11/2024,Correctivo,Malo,Bueno,4731204,preventivo,Comentario sobre el mantenimiento 10661
MNT-10662,17/01/2024,Emergencia,Regular,Regular,19196,preventivo,Comentario sobre el mantenimiento 10662
MNT-10663,14/04/2024,Emergencia,Bueno,Regular,9271159,preventivo,Comentario sobre el mantenimiento 10663
MNT-10664,11/05/2024,Preventivo,Regular,Regular,5216566,queja_usuario,Comentario sobre el mantenimiento 10664
MNT-10665,06/08/2024,Preventivo,Bueno,Regular,9159015,preventivo,Comentario sobre el mantenimiento 10665
MNT-10666,05/02/2024,Preventivo,Bueno,Malo,5209538,queja_usuario,Comentario sobre el mantenimiento 10666
MNT-10667,10/04/2024,Correctivo,Bueno,Regular,7024257,queja_usuario,Comentario sobre el mantenimiento 10667
MNT-10668,24/02/2024,Preventivo,Regular,Bueno,4988309,queja_usuario,Comentario sobre el mantenimiento 10668
MNT-10669,02/12/2023,Emergencia,Bueno,Regular,5803646,preventivo,Comentario sobre el mantenimiento 10669
MNT-10670,07/09/2024,Correctivo,Malo,Bueno,25018,preventivo,Comentario sobre el mantenimiento 10670
MNT-10671,09/04/2024,Emergencia,Bueno,Regular,9394709,preventivo,Comentario sobre el mantenimiento 10671
MNT-10672,31/01/2024,Emergencia,Regular,Bueno,59349,preventivo,Comentario sobre el mantenimiento 10672
MNT-10673,19/10/2023,Preventivo,Malo,Bueno,4796522,preventivo,Comentario sobre el mantenimiento 10673
MNT-10674,08/12/2024,Emergencia,Malo,Regular,22406,queja_usuario,Comentario sobre el mantenimiento 10674
MNT-10675,26/12/2023,Correctivo,Bueno,Bueno,9394151,queja_usuario,Comentario sobre el mantenimiento 10675
MNT-10676,18/03/2024,Emergencia,Bueno,Malo,4937610,queja_usuario,Comentario sobre el mantenimiento 10676
MNT-10677,10/04/2024,Emergencia,Bueno,Bueno,58979,queja_usuario,Comentario sobre el mantenimiento 10677
MNT-10678,06/10/2024,Preventivo,Malo,Regular,9181813,queja_usuario,Comentario sobre el mantenimiento 10678
MNT-10679,29/09/2024,Correctivo,Regular,Bueno,33048,preventivo,Comentario sobre el mantenimiento 10679
MNT-10680,17/06/2024,Preventivo,Regular,Bueno,9294112,queja_usuario,Comentario sobre el mantenimiento 10680
MNT-10681,09/08/2024,Correctivo,Regular,Bueno,25812,queja_usuario,Comentario sobre el mantenimiento 10681
MNT-10682,04/07/2024,Emergencia,Regular,Malo,5240911,preventivo,Comentario sobre el mantenimiento 10682
MNT-10683,21/02/2024,Preventivo,Regular,Malo,9180970,preventivo,Comentario sobre el mantenimiento 10683
MNT-10684,14/08/2024,Emergencia,Bueno,Regular,24919,queja_usuario,Comentario sobre el mantenimiento 10684
MNT-10685,27/06/2024,Emergencia,Malo,Regular,4985937,preventivo,Comentario sobre el mantenimiento 10685
MNT-10686,16/09/2024,Preventivo,Regular,Malo,58573,preventivo,Comentario sobre el mantenimiento 10686
MNT-10687,04/11/2023,Correctivo,Bueno,Bueno,7933624,queja_usuario,Comentario sobre el mantenimiento 10687
MNT-10688,06/10/2024,Emergencia,Regular,Malo,4990334,queja_usuario,Comentario sobre el mantenimiento 10688
MNT-10689,23/10/2023,Preventivo,Regular,Regular,34119,preventivo,Comentario sobre el mantenimiento 10689
