ID,PUNTUACION_ACCESIBILIDAD,PUNTUACION_CALIDAD,COMENTARIOS,AreaRecreativaID,FECHA
5192,4,4,Excelente,17395,08/06/2023
5193,2,3,Aceptable,18619,29/01/2023
5194,2,1,Regular,17497,10/12/2021
5195,1,1,Deficiente,17027,04/10/2021
5196,2,3,Aceptable,17756,15/05/2022
5197,2,3,Aceptable,17661,13/05/2022
5198,5,5,Excelente,17854,12/05/2022
5199,5,5,Excelente,4737941,19/08/2021
5200,1,2,Regular,18003,30/11/2022
5201,1,1,Deficiente,5802272,14/07/2023
5202,3,2,Aceptable,17094,07/03/2022
5203,5,5,Excelente,16910,23/04/2021
5204,5,4,Excelente,17898,13/07/2021
5205,1,2,Regular,18558,28/11/2021
5206,1,1,Deficiente,52158,30/05/2022
5207,1,1,Deficiente,17740,03/03/2023
5208,4,4,Excelente,52170,02/06/2022
5209,1,2,Regular,18588,23/09/2021
5210,5,4,Excelente,17024,07/07/2022
5211,1,2,Regular,9397076,23/09/2022
5212,2,2,Aceptable,17263,11/10/2022
5213,2,3,Aceptable,16959,23/09/2023
5214,3,4,Muy bueno,17128,07/07/2021
5215,1,2,Regular,17893,11/03/2023
5216,1,1,Deficiente,17035,29/03/2023
5217,5,4,Excelente,17546,18/05/2022
5218,1,2,Regular,16987,12/02/2023
5219,5,4,Excelente,52175,10/04/2022
5220,3,3,Muy bueno,17356,01/12/2022
5221,4,5,Excelente,17836,14/01/2021
5222,1,2,Regular,17894,28/11/2023
5223,5,5,Excelente,7862436,09/10/2022
5224,4,3,Muy bueno,6819620,03/07/2023
5225,2,2,Aceptable,17940,21/02/2022
5226,4,4,Excelente,17761,25/06/2023
5227,4,4,Excelente,18376,20/09/2022
5228,1,1,Deficiente,18073,21/10/2023
5229,2,2,Aceptable,17345,09/12/2023
5230,2,2,Aceptable,4988273,20/09/2022
5231,5,5,Excelente,7862341,01/02/2021
5232,1,1,Deficiente,17869,27/02/2023
5233,2,1,Regular,5653905,13/08/2022
5234,1,1,Deficiente,52110,06/11/2021
5235,1,1,Deficiente,7125619,31/07/2023
5236,4,4,Excelente,52221,09/05/2021
5237,1,1,Deficiente,17796,24/10/2021
5238,1,1,Deficiente,18133,05/06/2021
5239,4,5,Excelente,17612,30/12/2022
5240,1,1,Deficiente,18390,08/09/2021
5241,5,5,Excelente,17085,12/10/2023
5242,4,3,Muy bueno,17991,17/10/2021
5243,2,3,Aceptable,18029,15/09/2021
5244,3,3,Muy bueno,4749899,18/03/2022
5245,1,1,Deficiente,17714,18/04/2023
5246,4,4,Excelente,17410,27/12/2023
5247,1,1,Deficiente,17979,18/04/2023
5248,1,1,Deficiente,52221,28/08/2021
5249,5,5,Excelente,17330,25/11/2021
5250,3,4,Muy bueno,5237127,03/10/2023
5251,4,3,Muy bueno,17830,28/08/2022
5252,3,3,Muy bueno,17540,04/03/2023
5253,4,4,Excelente,18291,26/06/2023
5254,5,5,Excelente,7943797,03/01/2022
5255,5,4,Excelente,18003,01/07/2021
5256,5,5,Excelente,17954,10/05/2023
5257,1,1,Deficiente,17730,22/03/2021
5258,2,2,Aceptable,4989404,21/10/2022
5259,5,5,Excelente,17644,23/02/2023
5260,1,1,Deficiente,17974,01/10/2023
5261,3,3,Muy bueno,52148,14/02/2022
5262,1,2,Regular,9348753,03/08/2023
5263,2,1,Regular,52130,23/10/2021
5264,2,3,Aceptable,17202,28/09/2021
5265,2,2,Aceptable,16955,04/07/2021
5266,4,3,Muy bueno,17412,07/09/2022
5267,2,3,Aceptable,17536,04/02/2022
5268,5,4,Excelente,16984,23/07/2021
5269,5,5,Excelente,3960929,01/03/2023
5270,1,1,Deficiente,52161,24/07/2021
5271,4,5,Excelente,18355,19/05/2023
5272,2,2,Aceptable,17761,21/03/2022
5273,2,1,Regular,17927,03/10/2023
5274,1,2,Regular,18474,29/09/2021
5275,1,1,Deficiente,7356654,15/01/2023
5276,5,4,Excelente,17667,18/04/2022
5277,4,3,Muy bueno,16751,30/04/2021
5278,3,2,Aceptable,52204,22/10/2021
5279,5,5,Excelente,17746,30/07/2022
5280,1,1,Deficiente,17730,13/05/2023
5281,1,2,Regular,17766,02/06/2021
5282,1,1,Deficiente,3567539,17/03/2023
5283,2,1,Regular,451353,18/04/2023
5284,4,5,Excelente,52214,05/08/2022
5285,2,3,Aceptable,17218,03/12/2023
5286,4,4,Excelente,16893,20/02/2023
5287,1,1,Deficiente,16821,06/07/2021
5288,4,3,Muy bueno,17300,07/06/2021
5289,3,4,Muy bueno,17304,21/07/2023
5290,3,4,Muy bueno,18116,23/10/2022
5291,2,1,Regular,17507,07/10/2021
5292,4,3,Muy bueno,18011,30/08/2022
5293,3,4,Muy bueno,18307,26/09/2021
5294,5,4,Excelente,16892,19/05/2023
5295,3,2,Aceptable,17685,16/11/2022
5296,4,3,Muy bueno,16728,26/03/2021
5297,5,5,Excelente,18199,05/02/2023
5298,5,5,Excelente,18070,26/11/2021
5299,3,4,Muy bueno,7107699,24/02/2021
5300,3,3,Muy bueno,17838,29/07/2022
5301,4,3,Muy bueno,18025,28/05/2022
5302,2,1,Regular,17954,19/09/2023
5303,1,2,Regular,17096,06/06/2023
5304,3,2,Aceptable,4749893,03/09/2021
5305,3,2,Aceptable,17179,10/08/2023
5306,3,3,Muy bueno,52130,26/05/2023
5307,2,3,Aceptable,8799605,18/09/2021
5308,2,3,Aceptable,16887,14/07/2023
5309,3,4,Muy bueno,9046724,22/11/2022
5310,5,5,Excelente,18406,15/10/2022
5311,2,3,Aceptable,5213833,13/03/2023
5312,5,5,Excelente,17000,18/11/2022
5313,3,4,Muy bueno,451321,02/07/2023
5314,3,3,Muy bueno,18398,05/09/2022
5315,5,5,Excelente,5653971,30/12/2022
5316,1,2,Regular,17800,21/12/2023
5317,5,5,Excelente,17967,18/11/2023
5318,2,1,Regular,5195568,27/10/2021
5319,3,3,Muy bueno,16668,15/12/2021
5320,3,2,Aceptable,17308,04/01/2022
5321,3,2,Aceptable,17788,31/01/2022
5322,2,1,Regular,18463,12/10/2021
5323,2,1,Regular,52121,19/06/2021
5324,2,3,Aceptable,16763,02/07/2023
5325,1,2,Regular,18232,12/08/2022
5326,2,2,Aceptable,17952,26/12/2022
5327,2,1,Regular,18101,26/03/2022
5328,1,2,Regular,3573056,04/11/2021
5329,5,4,Excelente,18125,29/01/2022
5330,1,1,Deficiente,18410,09/12/2022
5331,1,1,Deficiente,17617,12/11/2021
5332,2,1,Regular,17026,20/11/2023
5333,4,4,Excelente,17053,12/10/2022
5334,5,5,Excelente,17373,31/07/2023
5335,4,4,Excelente,16722,22/10/2021
5336,2,3,Aceptable,17070,10/05/2022
5337,5,5,Excelente,16989,25/03/2023
5338,1,1,Deficiente,18039,23/02/2023
5339,1,1,Deficiente,17632,15/02/2021
5340,2,3,Aceptable,18502,14/09/2021
5341,3,2,Aceptable,17518,03/01/2022
5342,5,5,Excelente,18421,23/09/2023
5343,2,1,Regular,17343,15/12/2023
5344,4,3,Muy bueno,18420,13/12/2021
5345,3,3,Muy bueno,17596,04/11/2021
5346,2,1,Regular,17394,17/06/2021
5347,1,2,Regular,52162,26/04/2022
5348,5,5,Excelente,6843085,04/03/2022
5349,4,3,Muy bueno,17600,24/08/2023
5350,3,3,Muy bueno,17481,31/03/2023
5351,1,2,Regular,17388,24/07/2022
5352,1,1,Deficiente,5219924,28/09/2021
5353,2,3,Aceptable,17050,12/09/2022
5354,5,4,Excelente,5240276,23/02/2022
5355,1,2,Regular,7142118,01/01/2021
5356,4,5,Excelente,9049654,21/02/2023
5357,3,2,Aceptable,17922,05/01/2022
5358,1,1,Deficiente,16815,24/05/2022
5359,4,4,Excelente,52130,23/07/2023
5360,3,2,Aceptable,52228,05/01/2021
5361,2,3,Aceptable,17015,11/05/2021
5362,3,3,Muy bueno,7862341,29/07/2022
5363,5,5,Excelente,5071645,22/08/2021
5364,4,3,Muy bueno,52038,08/01/2022
5365,5,5,Excelente,17303,12/06/2021
5366,1,1,Deficiente,17634,25/08/2022
5367,4,3,Muy bueno,17165,25/02/2021
5368,2,1,Regular,52082,09/02/2021
5369,4,3,Muy bueno,17360,12/12/2022
5370,4,4,Excelente,16927,08/10/2023
5371,2,1,Regular,7130028,21/07/2023
5372,2,1,Regular,17060,22/06/2022
5373,3,4,Muy bueno,18074,21/09/2023
5374,1,1,Deficiente,17950,24/11/2023
5375,2,2,Aceptable,17194,18/01/2021
5376,3,4,Muy bueno,7162545,03/05/2021
5377,2,2,Aceptable,17503,29/05/2022
5378,2,2,Aceptable,18150,17/05/2022
5379,5,5,Excelente,17831,06/03/2021
5380,4,4,Excelente,17961,20/02/2023
5381,2,1,Regular,4986445,23/03/2023
5382,1,1,Deficiente,52067,18/07/2022
5383,4,3,Muy bueno,17542,30/09/2022
5384,2,1,Regular,17324,30/12/2021
5385,3,3,Muy bueno,17706,20/07/2021
5386,1,1,Deficiente,17889,19/01/2023
5387,5,5,Excelente,16724,13/10/2023
5388,2,2,Aceptable,18621,02/06/2021
5389,3,3,Muy bueno,17047,16/05/2023
5390,2,1,Regular,52120,22/05/2021
5391,1,1,Deficiente,17032,06/02/2022
5392,1,2,Regular,18515,05/07/2022
5393,5,5,Excelente,7247916,22/11/2021
5394,4,3,Muy bueno,18130,25/05/2022
5395,3,4,Muy bueno,17131,08/09/2022
5396,4,3,Muy bueno,18462,22/11/2021
5397,2,1,Regular,17012,15/07/2023
5398,3,2,Aceptable,17053,24/10/2022
5399,3,2,Aceptable,17195,04/10/2022
5400,2,2,Aceptable,17108,23/12/2022
5401,3,2,Aceptable,18023,31/10/2021
5402,5,5,Excelente,3573050,01/03/2021
5403,3,4,Muy bueno,7591686,15/08/2021
5404,4,3,Muy bueno,17774,06/07/2022
5405,4,3,Muy bueno,9438309,30/12/2023
5406,1,2,Regular,17905,16/08/2021
5407,5,5,Excelente,18446,27/02/2023
5408,1,1,Deficiente,18240,12/02/2022
5409,2,1,Regular,17489,19/03/2023
5410,5,5,Excelente,17266,13/12/2023
5411,3,2,Aceptable,52125,26/06/2023
5412,3,2,Aceptable,17625,28/04/2022
5413,3,2,Aceptable,3573048,10/03/2023
5414,4,4,Excelente,5220259,20/05/2021
5415,2,2,Aceptable,16679,16/06/2022
5416,5,5,Excelente,17768,13/10/2022
5417,5,5,Excelente,8799638,07/05/2022
5418,4,3,Muy bueno,17153,21/04/2023
5419,2,3,Aceptable,52119,27/11/2022
5420,2,2,Aceptable,17536,19/01/2023
5421,2,3,Aceptable,17613,17/08/2022
5422,5,5,Excelente,16867,22/05/2022
5423,1,2,Regular,18462,05/05/2023
5424,4,3,Muy bueno,3569235,09/12/2022
5425,3,3,Muy bueno,18289,29/12/2023
5426,3,3,Muy bueno,17170,30/09/2023
5427,3,4,Muy bueno,4737942,04/06/2023
5428,3,3,Muy bueno,18385,03/01/2023
5429,5,5,Excelente,17492,08/10/2022
5430,3,2,Aceptable,18597,21/02/2023
5431,3,2,Aceptable,17495,09/05/2021
5432,5,5,Excelente,8799601,07/01/2022
5433,5,5,Excelente,17769,16/11/2021
5434,4,4,Excelente,17387,01/08/2021
5435,1,2,Regular,52218,24/05/2023
5436,3,3,Muy bueno,8799547,06/10/2022
5437,5,4,Excelente,17422,31/03/2022
5438,3,4,Muy bueno,16751,23/08/2021
5439,3,2,Aceptable,16698,27/08/2021
5440,4,3,Muy bueno,7908048,14/08/2022
5441,1,1,Deficiente,18620,16/02/2021
5442,3,3,Muy bueno,17783,20/06/2023
5443,1,1,Deficiente,17455,18/03/2022
5444,2,3,Aceptable,6819612,01/11/2021
5445,3,4,Muy bueno,17422,16/12/2022
5446,1,2,Regular,7021646,10/06/2023
5447,1,1,Deficiente,17327,08/09/2022
5448,2,2,Aceptable,18094,31/05/2023
5449,3,2,Aceptable,52120,17/11/2021
5450,4,5,Excelente,17065,11/11/2023
5451,3,4,Muy bueno,52070,07/02/2023
5452,2,3,Aceptable,16699,16/06/2021
5453,4,3,Muy bueno,16847,10/12/2023
5454,4,3,Muy bueno,17028,02/09/2021
5455,5,5,Excelente,18585,26/08/2021
5456,3,3,Muy bueno,52188,21/12/2023
5457,2,1,Regular,18105,25/12/2021
5458,4,4,Excelente,16708,22/04/2022
5459,5,5,Excelente,17963,13/03/2021
5460,1,1,Deficiente,17414,17/02/2022
5461,5,4,Excelente,18350,30/10/2023
5462,2,3,Aceptable,17459,06/06/2022
5463,5,4,Excelente,5241185,19/09/2022
5464,3,3,Muy bueno,9438374,01/01/2022
5465,3,4,Muy bueno,52186,19/10/2022
5466,1,1,Deficiente,17565,22/08/2023
5467,3,4,Muy bueno,17364,10/07/2022
5468,3,2,Aceptable,17604,05/11/2022
5469,3,4,Muy bueno,17334,22/12/2023
5470,4,5,Excelente,18187,25/04/2021
5471,2,2,Aceptable,17931,02/06/2021
5472,2,1,Regular,18311,17/07/2022
5473,3,3,Muy bueno,3991153,05/06/2022
5474,1,1,Deficiente,17689,28/07/2022
5475,5,4,Excelente,5240280,16/07/2022
5476,2,1,Regular,17538,26/09/2021
5477,1,1,Deficiente,52162,20/10/2023
5478,2,2,Aceptable,18389,05/04/2023
5479,4,5,Excelente,9237483,18/12/2022
5480,1,1,Deficiente,18177,25/03/2023
5481,4,3,Muy bueno,16874,13/01/2021
5482,3,3,Muy bueno,16744,07/02/2022
5483,2,2,Aceptable,17780,31/07/2021
5484,1,1,Deficiente,4704499,21/02/2023
5485,2,3,Aceptable,18341,30/01/2023
5486,1,2,Regular,6880820,26/09/2021
5487,1,2,Regular,17041,20/07/2021
5488,1,1,Deficiente,17781,20/11/2022
5489,5,5,Excelente,16843,21/01/2021
5490,3,3,Muy bueno,7943813,21/04/2022
5491,2,3,Aceptable,52218,27/11/2021
5492,5,5,Excelente,52201,29/05/2021
5493,3,4,Muy bueno,17251,13/02/2023
5494,3,4,Muy bueno,17304,19/12/2021
5495,1,1,Deficiente,4730886,10/11/2023
5496,3,3,Muy bueno,5241180,28/04/2023
5497,5,4,Excelente,5241184,03/09/2022
5498,4,5,Excelente,16954,02/09/2022
5499,4,3,Muy bueno,17311,11/12/2023
5500,3,4,Muy bueno,52194,11/03/2022
5501,2,2,Aceptable,17420,06/08/2021
5502,2,1,Regular,5240112,04/07/2022
5503,3,4,Muy bueno,17352,30/04/2022
5504,2,2,Aceptable,17299,07/03/2023
5505,3,3,Muy bueno,5237137,18/12/2022
5506,3,4,Muy bueno,17481,19/10/2021
5507,2,3,Aceptable,17924,06/06/2022
5508,3,3,Muy bueno,52122,17/07/2023
5509,5,5,Excelente,7839105,29/11/2022
5510,5,5,Excelente,9397047,16/09/2022
5511,1,2,Regular,52041,03/10/2021
5512,2,2,Aceptable,16989,26/11/2023
5513,5,5,Excelente,52031,13/04/2023
5514,3,4,Muy bueno,17899,02/02/2021
5515,1,1,Deficiente,5246180,24/09/2022
5516,4,5,Excelente,17684,16/03/2023
5517,1,2,Regular,4749897,06/11/2023
5518,2,2,Aceptable,18037,23/05/2023
5519,5,5,Excelente,16897,15/06/2023
5520,5,4,Excelente,17509,01/03/2023
5521,1,2,Regular,17820,08/11/2023
5522,3,2,Aceptable,18058,11/04/2021
5523,4,3,Muy bueno,18283,25/05/2021
5524,1,1,Deficiente,17642,19/06/2022
5525,4,3,Muy bueno,18025,09/11/2021
5526,4,3,Muy bueno,18436,26/08/2021
5527,5,5,Excelente,18454,16/02/2021
5528,5,4,Excelente,7862341,09/08/2022
5529,1,1,Deficiente,16770,20/12/2021
5530,3,3,Muy bueno,17979,08/11/2021
5531,1,2,Regular,17309,16/01/2021
5532,5,4,Excelente,17318,19/01/2021
5533,2,3,Aceptable,18551,03/05/2023
5534,4,4,Excelente,17896,30/04/2022
5535,3,2,Aceptable,18172,08/01/2023
5536,2,3,Aceptable,17971,16/09/2021
5537,5,5,Excelente,5653924,07/07/2023
5538,5,4,Excelente,7403983,21/03/2021
5539,3,2,Aceptable,7928425,21/08/2023
5540,3,3,Muy bueno,18222,17/01/2022
5541,5,5,Excelente,16811,09/08/2023
5542,1,1,Deficiente,17924,14/02/2021
5543,1,1,Deficiente,4749886,16/04/2021
5544,4,3,Muy bueno,7903107,19/05/2022
5545,3,2,Aceptable,18223,18/07/2023
5546,2,3,Aceptable,18181,25/05/2021
5547,2,3,Aceptable,17385,01/01/2021
5548,5,5,Excelente,16873,23/07/2022
5549,1,1,Deficiente,16935,09/09/2023
5550,2,3,Aceptable,5653924,19/02/2021
5551,4,5,Excelente,4985933,09/08/2022
5552,2,3,Aceptable,18412,31/01/2022
5553,5,5,Excelente,18569,29/08/2022
5554,1,2,Regular,17306,16/12/2021
5555,5,4,Excelente,7943813,24/12/2022
5556,2,1,Regular,17679,06/04/2022
5557,3,3,Muy bueno,17813,14/04/2022
5558,3,2,Aceptable,17563,30/10/2022
5559,5,4,Excelente,17431,13/07/2022
5560,4,4,Excelente,18389,11/05/2022
5561,5,5,Excelente,17249,09/07/2022
5562,3,4,Muy bueno,17018,25/07/2022
5563,5,5,Excelente,18417,06/05/2022
5564,2,3,Aceptable,16922,05/10/2022
5565,3,2,Aceptable,17319,07/06/2022
5566,1,1,Deficiente,52057,08/09/2021
5567,2,2,Aceptable,17124,17/01/2023
5568,2,2,Aceptable,17120,19/01/2023
5569,5,5,Excelente,18225,09/07/2021
5570,4,5,Excelente,16884,05/11/2022
5571,2,2,Aceptable,17875,09/02/2022
5572,3,4,Muy bueno,5240324,10/01/2023
5573,5,5,Excelente,18170,14/06/2023
5574,4,3,Muy bueno,17948,20/08/2021
5575,2,3,Aceptable,18147,20/05/2022
5576,4,4,Excelente,17396,31/07/2021
5577,1,1,Deficiente,5240283,23/09/2023
5578,2,2,Aceptable,3566363,10/01/2022
5579,3,3,Muy bueno,5237136,15/06/2021
5580,5,5,Excelente,18360,15/03/2021
5581,4,4,Excelente,18380,02/03/2023
5582,3,4,Muy bueno,18031,11/05/2022
5583,2,2,Aceptable,17607,20/01/2021
5584,5,4,Excelente,5241187,28/12/2022
5585,4,5,Excelente,16715,21/02/2021
5586,2,1,Regular,52230,04/06/2023
5587,5,5,Excelente,17196,13/08/2021
5588,4,3,Muy bueno,18001,30/01/2021
5589,4,4,Excelente,7143517,12/09/2021
5590,4,5,Excelente,17681,20/03/2022
5591,2,3,Aceptable,8781256,21/09/2021
5592,3,3,Muy bueno,17293,30/04/2022
5593,2,1,Regular,17807,07/12/2023
5594,2,3,Aceptable,16856,20/08/2021
5595,4,4,Excelente,18559,21/05/2022
5596,5,5,Excelente,16710,13/04/2023
5597,5,5,Excelente,17310,13/04/2023
5598,1,1,Deficiente,17377,21/11/2021
5599,1,2,Regular,17792,18/06/2023
5600,3,2,Aceptable,17964,01/11/2023
5601,5,5,Excelente,52193,23/10/2023
5602,1,1,Deficiente,452347,01/11/2022
5603,4,4,Excelente,7403980,02/09/2023
5604,3,2,Aceptable,52154,03/09/2022
5605,4,5,Excelente,52190,22/08/2022
5606,2,2,Aceptable,5211511,29/06/2021
5607,1,2,Regular,17741,14/12/2021
5608,4,4,Excelente,3566373,18/11/2023
5609,4,3,Muy bueno,18044,12/05/2023
5610,3,2,Aceptable,17858,03/05/2022
5611,5,4,Excelente,17481,08/11/2023
5612,4,4,Excelente,18074,06/08/2022
5613,2,2,Aceptable,17429,20/01/2023
5614,4,4,Excelente,17335,31/03/2023
5615,3,3,Muy bueno,17771,03/12/2021
5616,5,4,Excelente,18543,23/10/2023
5617,3,4,Muy bueno,16811,03/05/2023
5618,5,4,Excelente,17425,15/06/2021
5619,4,3,Muy bueno,17470,28/02/2021
5620,4,5,Excelente,7248141,13/08/2021
5621,3,3,Muy bueno,18229,01/07/2023
5622,4,5,Excelente,17792,11/08/2021
5623,1,1,Deficiente,18456,16/01/2023
5624,3,3,Muy bueno,17063,04/06/2023
5625,3,3,Muy bueno,18190,29/03/2021
5626,5,4,Excelente,5241180,18/05/2023
5627,1,1,Deficiente,5246183,11/09/2021
5628,5,5,Excelente,16966,13/12/2022
5629,3,2,Aceptable,17033,18/02/2023
5630,4,4,Excelente,17331,07/10/2021
5631,5,5,Excelente,17169,05/05/2023
5632,5,4,Excelente,17308,29/01/2023
5633,3,3,Muy bueno,5056315,15/03/2023
5634,5,4,Excelente,18541,01/03/2021
5635,1,2,Regular,17649,03/05/2021
5636,5,5,Excelente,16670,21/06/2022
5637,1,1,Deficiente,17260,31/01/2021
5638,3,2,Aceptable,16978,10/12/2023
5639,3,2,Aceptable,17420,20/01/2022
5640,4,5,Excelente,7595815,05/07/2021
5641,5,5,Excelente,17795,14/07/2022
5642,4,3,Muy bueno,17300,08/08/2021
5643,2,1,Regular,52039,02/09/2023
5644,5,4,Excelente,16714,13/06/2021
5645,5,5,Excelente,5653890,20/03/2022
5646,3,2,Aceptable,17399,02/04/2021
5647,1,1,Deficiente,18555,22/03/2021
5648,5,5,Excelente,17306,13/03/2022
5649,4,4,Excelente,16722,17/08/2023
5650,2,2,Aceptable,8941727,07/01/2021
5651,4,5,Excelente,16837,11/07/2022
5652,4,5,Excelente,52082,15/11/2021
5653,5,5,Excelente,52202,25/08/2021
5654,3,3,Muy bueno,17363,25/03/2021
5655,1,1,Deficiente,52074,11/07/2022
5656,2,2,Aceptable,18088,11/02/2022
5657,1,1,Deficiente,17676,02/08/2023
5658,2,2,Aceptable,5240279,16/02/2023
5659,2,1,Regular,17942,03/05/2022
5660,5,5,Excelente,18065,13/04/2021
5661,1,2,Regular,5241185,18/08/2023
5662,5,5,Excelente,18360,23/06/2021
5663,5,5,Excelente,18241,02/11/2022
5664,3,4,Muy bueno,18251,06/12/2023
5665,3,3,Muy bueno,16855,08/09/2021
5666,1,1,Deficiente,17796,15/03/2023
5667,4,5,Excelente,52214,04/09/2021
5668,5,5,Excelente,8776034,04/10/2021
5669,4,4,Excelente,17544,06/03/2022
5670,5,5,Excelente,17344,24/02/2021
5671,4,4,Excelente,16745,28/02/2021
5672,3,2,Aceptable,18459,24/04/2021
5673,1,1,Deficiente,17437,11/06/2022
5674,2,3,Aceptable,9397076,01/07/2022
5675,1,1,Deficiente,17516,07/04/2023
5676,1,2,Regular,17968,20/12/2023
5677,2,2,Aceptable,5214638,29/10/2022
5678,4,3,Muy bueno,17794,08/03/2021
5679,2,2,Aceptable,18016,24/11/2023
5680,1,1,Deficiente,18210,28/05/2021
5681,1,1,Deficiente,18192,02/03/2022
5682,3,4,Muy bueno,18327,23/04/2021
5683,2,2,Aceptable,18506,20/12/2022
5684,2,1,Regular,9272789,14/08/2021
5685,2,3,Aceptable,18051,23/02/2021
5686,5,4,Excelente,52031,09/12/2021
5687,5,4,Excelente,18273,18/10/2021
5688,5,5,Excelente,18585,05/05/2021
5689,1,1,Deficiente,17178,18/08/2023
5690,5,5,Excelente,18077,25/09/2021
5691,4,4,Excelente,17171,26/05/2023
5692,3,3,Muy bueno,18556,09/02/2022
5693,2,3,Aceptable,18211,19/10/2021
5694,2,2,Aceptable,18182,21/10/2021
5695,1,1,Deficiente,18012,02/03/2022
5696,2,2,Aceptable,17959,02/11/2021
5697,2,3,Aceptable,52057,17/03/2022
5698,2,2,Aceptable,7928069,03/07/2023
5699,5,5,Excelente,18020,23/05/2022
5700,3,4,Muy bueno,18034,08/12/2023
5701,2,1,Regular,18588,31/08/2021
5702,2,1,Regular,3960929,09/03/2023
5703,3,3,Muy bueno,17948,14/08/2022
5704,5,5,Excelente,8799604,01/11/2022
5705,5,4,Excelente,18258,03/02/2022
5706,2,1,Regular,18419,20/12/2022
5707,5,5,Excelente,17751,11/03/2023
5708,5,5,Excelente,17367,01/10/2021
5709,3,4,Muy bueno,17558,20/01/2021
5710,2,3,Aceptable,17827,06/05/2023
5711,4,5,Excelente,17507,05/02/2021
5712,1,2,Regular,16827,22/10/2023
5713,4,4,Excelente,17215,25/10/2022
5714,2,3,Aceptable,18589,10/01/2022
5715,3,3,Muy bueno,18210,12/11/2022
5716,1,1,Deficiente,8781256,28/03/2021
5717,1,1,Deficiente,9295425,19/10/2021
5718,1,1,Deficiente,5219919,30/12/2022
5719,5,4,Excelente,5071645,18/06/2022
5720,5,5,Excelente,17942,08/01/2021
5721,4,3,Muy bueno,52208,08/12/2023
5722,1,2,Regular,17588,23/11/2021
5723,2,3,Aceptable,17698,01/03/2021
5724,2,3,Aceptable,17446,05/04/2023
5725,3,2,Aceptable,17655,31/05/2021
5726,5,4,Excelente,5237131,20/09/2021
5727,1,2,Regular,17996,10/12/2022
5728,3,4,Muy bueno,18341,30/05/2022
5729,3,3,Muy bueno,17324,26/07/2022
5730,5,5,Excelente,17908,13/02/2021
5731,5,4,Excelente,3568711,25/12/2023
5732,4,3,Muy bueno,17526,22/11/2022
5733,5,5,Excelente,3573350,01/01/2022
5734,4,3,Muy bueno,52190,26/02/2021
5735,4,4,Excelente,17817,23/10/2021
5736,3,2,Aceptable,18081,08/07/2023
5737,5,5,Excelente,16836,16/11/2022
5738,2,2,Aceptable,18345,22/01/2022
5739,5,4,Excelente,16663,10/12/2022
5740,3,4,Muy bueno,17740,10/06/2021
5741,3,3,Muy bueno,7595816,02/03/2021
5742,1,2,Regular,5653995,30/01/2022
5743,3,4,Muy bueno,16666,21/09/2022
5744,1,1,Deficiente,52149,16/04/2021
5745,3,4,Muy bueno,18016,01/07/2023
5746,4,4,Excelente,16834,02/11/2021
5747,4,5,Excelente,5213832,26/09/2023
5748,2,2,Aceptable,52200,18/10/2021
5749,2,1,Regular,52229,21/02/2021
5750,1,1,Deficiente,8909085,05/09/2023
5751,2,1,Regular,17496,16/11/2023
5752,1,1,Deficiente,17654,26/05/2022
5753,2,1,Regular,17421,23/09/2023
5754,1,1,Deficiente,18509,30/05/2023
5755,5,5,Excelente,18614,25/08/2023
5756,2,3,Aceptable,17251,19/12/2023
5757,4,3,Muy bueno,18044,30/06/2022
5758,2,2,Aceptable,8800259,22/12/2023
5759,5,5,Excelente,18455,03/01/2023
5760,1,1,Deficiente,17651,09/05/2022
5761,3,3,Muy bueno,4988362,17/03/2023
5762,2,3,Aceptable,17213,24/05/2022
5763,1,1,Deficiente,17692,30/11/2021
5764,5,4,Excelente,3573048,10/06/2022
5765,2,3,Aceptable,52157,08/09/2023
5766,3,3,Muy bueno,52127,20/09/2022
5767,5,4,Excelente,17583,01/03/2023
5768,2,2,Aceptable,17389,16/05/2021
5769,3,2,Aceptable,17507,20/08/2021
5770,2,1,Regular,3573208,08/05/2022
5771,5,5,Excelente,7107694,16/10/2023
5772,1,2,Regular,52222,20/10/2021
5773,2,1,Regular,4737844,18/08/2021
5774,5,5,Excelente,7182696,02/06/2022
5775,1,1,Deficiente,18035,13/07/2021
5776,1,1,Deficiente,17525,22/08/2021
5777,5,5,Excelente,7239555,21/05/2022
5778,5,5,Excelente,7882656,08/03/2021
5779,5,5,Excelente,18519,08/12/2021
5780,2,1,Regular,17455,21/06/2022
5781,2,3,Aceptable,7248182,06/09/2023
5782,4,4,Excelente,17811,02/02/2022
5783,5,4,Excelente,17141,28/02/2022
5784,1,1,Deficiente,18488,17/09/2023
5785,2,1,Regular,18449,20/07/2023
5786,1,2,Regular,16889,23/10/2022
5787,3,2,Aceptable,18300,27/07/2022
5788,1,1,Deficiente,18379,01/01/2022
5789,3,3,Muy bueno,17284,29/06/2023
5790,4,4,Excelente,18177,01/11/2023
5791,5,4,Excelente,18326,22/09/2021
5792,5,5,Excelente,17120,11/11/2023
5793,4,3,Muy bueno,17430,28/01/2023
5794,2,3,Aceptable,18231,03/04/2023
5795,3,2,Aceptable,5240283,06/05/2023
5796,4,5,Excelente,16922,18/05/2022
5797,1,1,Deficiente,17118,21/03/2023
5798,5,5,Excelente,5158912,13/02/2023
5799,1,2,Regular,18344,13/03/2022
5800,2,3,Aceptable,3961443,07/08/2021
5801,4,3,Muy bueno,17580,30/10/2023
